Date,Transaction_Amount,Location,Anomaly
2024-01-05,1610.96,Chennai,0
2024-06-16,3739.56,Chennai,0
2024-09-13,3778.8,Chennai,0
2024-09-26,272.12,Chennai,0
2024-03-16,1566.51,Chennai,0
2024-03-25,1483.46,Chennai,0
2024-02-12,175.27,Chennai,0
2024-01-19,2056.26,Chennai,0
2024-08-27,3291.59,Chennai,0
2024-11-10,11008.46,Chennai,1
2024-09-24,4053.87,Chennai,0
2024-12-13,14839.88,Chennai,1
2024-12-24,4292.33,Chennai,0
2024-09-03,4484.51,Chennai,0
2024-06-25,2163.75,Chennai,0
2024-07-13,306.02,Chennai,0
2024-04-05,2039.94,Chennai,0
2024-12-06,3652.02,Chennai,0
2024-06-12,1585.65,Chennai,0
2024-07-20,2155.26,Chennai,0
2024-01-29,4954.1,Bangalore,1
2024-03-22,1635.83,Chennai,0
2024-10-18,273.5,Chennai,0
2024-07-31,134.2,Chennai,0
2024-04-17,178.41,Chennai,0
2024-07-16,1817.9,Delhi,1
2024-07-11,1912.29,Chennai,0
2024-02-18,643.88,Chennai,0
2024-01-22,3267.68,Chennai,0
2024-05-22,433.95,Chennai,0
2024-04-20,1223.0,Chennai,0
2024-06-11,4737.19,Hyderabad,1
2024-06-20,3217.45,Chennai,0
2024-12-27,2039.2,Chennai,0
2024-11-05,4594.61,Chennai,0
2024-02-17,1693.22,Chennai,0
2024-02-02,4577.49,Chennai,0
2024-12-03,4400.61,Chennai,0
2024-09-15,184.13,Chennai,0
2024-02-08,1084.14,Chennai,0
2024-02-19,747.7,Chennai,0
2024-09-13,2933.59,Chennai,0
2024-04-22,3088.49,Chennai,0
2024-02-08,24890.86,Chennai,1
2024-05-31,1907.32,Chennai,0
2024-09-16,4584.73,Chennai,0
2024-04-12,191.62,Chennai,0
2024-05-04,270.81,Chennai,0
2024-11-21,335.13,Chennai,0
2024-04-11,3708.58,Chennai,0
2024-02-19,3837.0,Chennai,0
2024-01-12,3216.69,Chennai,0
2024-08-09,2697.42,Chennai,0
2024-05-06,3762.53,Chennai,0
2024-02-06,4402.54,Chennai,0
2024-11-12,1507.95,Chennai,0
2024-07-30,2743.94,Chennai,0
2024-03-16,4371.06,Chennai,0
2024-12-02,3886.11,Chennai,0
2024-11-04,2821.42,Chennai,0
2024-10-06,1487.01,Kolkata,1
2024-04-24,911.54,Chennai,0
2024-10-16,2414.67,Chennai,0
2024-10-25,3588.81,Chennai,0
2024-08-10,4485.13,Chennai,0
2024-09-26,43750.91,Chennai,1
2024-01-18,594.57,Chennai,0
2024-11-15,1943.2,Chennai,0
2024-04-12,491.11,Mumbai,1
2024-05-29,1865.37,Chennai,0
2024-03-03,1881.94,Chennai,0
2024-09-04,729.09,Chennai,0
2024-11-03,4545.16,Chennai,0
2024-12-05,3136.26,Chennai,0
2024-08-25,1396.81,Chennai,0
2024-05-23,3443.1,Chennai,0
2024-08-08,4306.7,Chennai,0
2024-12-13,1026.31,Chennai,0
2024-01-07,813.1,Chennai,0
2024-04-12,149.27,Chennai,0
2024-03-06,2019.06,Chennai,0
2024-06-19,2978.07,Chennai,0
2024-06-13,3609.34,Chennai,0
2024-02-19,15547.16,Chennai,1
2024-12-22,259.46,Chennai,0
2024-05-18,132.93,Chennai,0
2024-08-22,190.94,Chennai,0
2024-07-16,447.75,Chennai,0
2024-06-18,4891.04,Chennai,0
2024-12-30,29937.58,Chennai,1
2024-07-26,4803.5,Chennai,0
2024-03-20,2495.11,Chennai,0
2024-12-04,1587.02,Chennai,0
2024-05-25,3166.75,Chennai,0
2024-09-03,1235.15,Chennai,0
2024-06-30,2869.64,Chennai,0
2024-02-29,1255.81,Chennai,0
2024-09-01,3165.16,Chennai,0
2024-09-12,126.05,Chennai,0
2024-07-07,4297.46,Chennai,0
2024-04-04,3739.2,Chennai,0
2024-01-19,1061.5,Kolkata,1
2024-01-01,4755.76,Chennai,0
2024-03-03,4867.06,Chennai,0
2024-11-29,3087.44,Chennai,0
2024-11-13,3878.83,Chennai,0
2024-09-28,4674.79,Chennai,0
2024-01-07,3612.14,Chennai,0
2024-01-20,1221.4,Chennai,0
2024-12-12,588.42,Chennai,0
2024-03-28,3214.35,Chennai,0
2024-01-08,1669.74,Chennai,0
2024-02-01,39730.59,Chennai,1
2024-11-22,4495.57,Chennai,0
2024-08-20,4408.62,Chennai,0
2024-07-28,26976.02,Chennai,1
2024-07-03,3224.42,Chennai,0
2024-05-26,25633.91,Chennai,1
2024-11-18,905.73,Chennai,0
2024-05-09,486.62,Chennai,0
2024-12-06,4939.87,Chennai,0
2024-09-10,1275.78,Chennai,0
2024-10-31,2358.22,Delhi,1
2024-12-01,3853.61,Chennai,0
2024-01-14,3395.08,Chennai,0
2024-09-10,744.96,Chennai,0
2024-04-18,3501.91,Chennai,0
2024-12-19,3184.25,Chennai,0
2024-11-09,1679.74,Chennai,0
2024-04-23,3105.35,Chennai,0
2024-03-03,415.54,Chennai,0
2024-09-02,309.04,Chennai,0
2024-09-27,842.09,Chennai,0
2024-09-14,810.26,Chennai,0
2024-02-16,3656.04,Chennai,0
2024-12-10,2775.94,Chennai,0
2024-04-26,3071.15,Delhi,1
2024-07-22,689.69,Chennai,0
2024-12-08,1450.21,Chennai,0
2024-09-16,4126.03,Chennai,0
2024-06-18,4058.41,Chennai,0
2024-12-23,4681.42,Chennai,0
2024-07-10,342.97,Chennai,0
2024-05-31,3295.97,Chennai,0
2024-02-12,4703.44,Chennai,0
2024-01-28,2538.42,Chennai,0
2024-11-28,2939.88,Kolkata,1
2024-10-12,2714.14,Chennai,0
2024-09-07,684.12,Chennai,0
2024-02-22,2811.69,Chennai,0
2024-08-21,34273.62,Chennai,1
2024-07-24,4990.59,Chennai,0
2024-03-12,358.42,Chennai,0
2024-01-20,3155.66,Chennai,0
2024-12-23,2167.53,Chennai,0
2024-04-11,4107.55,Chennai,0
2024-08-20,4230.34,Chennai,0
2024-08-24,445.99,Chennai,0
2024-08-04,4473.28,Chennai,0
2024-06-12,3250.27,Delhi,1
2024-11-17,681.29,Chennai,0
2024-01-03,4786.74,Chennai,0
2024-11-06,4605.07,Chennai,0
2024-03-29,1657.28,Chennai,0
2024-10-23,3350.19,Chennai,0
2024-07-17,1490.81,Chennai,0
2024-05-15,644.15,Chennai,0
2024-08-12,3349.64,Chennai,0
2024-03-06,29829.72,Chennai,1
2024-01-25,1097.57,Chennai,0
2024-12-12,22763.17,Chennai,1
2024-08-18,295.11,Chennai,0
2024-10-07,4581.79,Chennai,0
2024-12-15,4741.32,Chennai,0
2024-08-16,1825.17,Chennai,0
2024-12-12,4797.5,Chennai,0
2024-02-01,2477.76,Hyderabad,1
2024-08-07,477.68,Chennai,0
2024-11-13,978.59,Chennai,0
2024-01-06,1461.15,Chennai,0
2024-12-03,32891.65,Chennai,1
2024-05-23,33443.49,Chennai,1
2024-01-21,1407.44,Chennai,0
2024-07-11,3105.82,Chennai,0
2024-08-30,782.97,Chennai,0
2024-11-06,423.23,Chennai,0
2024-03-27,3761.04,Chennai,0
2024-11-21,3913.69,Chennai,0
2024-10-16,4029.96,Chennai,0
2024-08-06,22828.62,Chennai,1
2024-09-24,1727.15,Chennai,0
2024-11-04,2053.81,Chennai,0
2024-05-28,43690.09,Chennai,1
2024-04-28,30978.05,Chennai,1
2024-06-12,2523.48,Chennai,0
2024-10-24,18110.39,Chennai,1
2024-07-02,2745.4,Chennai,0
2024-10-14,1743.91,Chennai,0
2024-06-14,3776.48,Chennai,0
2024-02-02,3998.21,Chennai,0
2024-02-25,4755.73,Chennai,0
2024-02-24,2438.19,Chennai,0
2024-01-29,4754.48,Chennai,0
2024-10-17,3017.08,Delhi,1
2024-11-06,597.46,Chennai,0
2024-02-09,1957.92,Chennai,0
2024-03-23,3651.26,Chennai,0
2024-08-10,212.5,Chennai,0
2024-07-17,4866.64,Chennai,0
2024-09-13,2834.3,Chennai,0
2024-04-01,1814.43,Chennai,0
2024-03-17,1435.31,Chennai,0
2024-09-19,390.42,Chennai,0
2024-03-10,1375.04,Chennai,0
2024-01-31,2707.28,Chennai,0
2024-09-14,891.07,Chennai,0
2024-01-27,1993.47,Chennai,0
2024-05-13,10847.37,Chennai,1
2024-03-18,385.55,Hyderabad,1
2024-08-31,15207.91,Chennai,1
2024-12-27,4830.42,Chennai,0
2024-09-17,110.8,Chennai,0
2024-10-03,4532.64,Chennai,0
2024-06-10,4928.56,Chennai,0
2024-12-18,910.31,Chennai,0
2024-02-06,2864.91,Chennai,0
2024-12-02,3947.76,Chennai,0
2024-03-01,3133.95,Chennai,0
2024-01-08,1649.55,Chennai,0
2024-05-13,416.31,Chennai,0
2024-09-16,1640.6,Chennai,0
2024-01-19,1529.48,Chennai,0
2024-03-24,3172.54,Chennai,0
2024-10-11,3724.47,Chennai,0
2024-09-30,4461.14,Chennai,0
2024-02-19,3395.88,Chennai,0
2024-01-17,808.81,Chennai,0
2024-12-17,3105.97,Chennai,0
2024-02-15,4756.06,Chennai,0
2024-01-14,20789.73,Chennai,1
2024-11-10,526.23,Chennai,0
2024-04-28,1656.5,Chennai,0
2024-01-25,2850.72,Chennai,0
2024-06-15,4534.93,Chennai,0
2024-01-31,1175.22,Chennai,0
2024-04-21,4723.95,Chennai,0
2024-01-13,3674.97,Chennai,0
2024-09-03,2874.46,Chennai,0
2024-05-09,860.89,Chennai,0
2024-12-14,830.28,Chennai,0
2024-04-23,595.03,Chennai,0
2024-03-10,3773.97,Chennai,0
2024-09-16,4618.43,Chennai,0
2024-06-15,1651.02,Chennai,0
2024-01-29,2549.12,Chennai,0
2024-04-12,2037.57,Chennai,0
2024-10-26,4038.2,Chennai,0
2024-07-21,2552.87,Chennai,0
2024-01-18,3185.98,Chennai,0
2024-05-20,3984.61,Chennai,0
2024-01-15,1614.02,Chennai,0
2024-11-07,1856.45,Chennai,0
2024-07-05,3766.37,Chennai,0
2024-11-14,1603.8,Chennai,0
2024-04-17,2062.6,Chennai,0
2024-11-10,4098.13,Chennai,0
2024-09-19,40978.3,Chennai,1
2024-06-09,3182.8,Chennai,0
2024-10-05,1310.59,Kolkata,1
2024-06-02,18835.34,Chennai,1
2024-03-11,210.91,Chennai,0
2024-11-01,1851.66,Chennai,0
2024-04-04,3365.33,Chennai,0
2024-09-21,406.91,Chennai,0
2024-02-13,3089.21,Chennai,0
2024-10-01,3068.94,Chennai,0
2024-07-04,268.18,Chennai,0
2024-08-29,842.66,Chennai,0
2024-07-28,799.49,Chennai,0
2024-10-23,1443.38,Chennai,0
2024-11-02,4955.11,Chennai,0
2024-01-24,2062.03,Chennai,0
2024-12-26,3797.66,Chennai,0
2024-01-04,3395.0,Chennai,0
2024-10-29,1755.34,Chennai,0
2024-09-09,1754.67,Chennai,0
2024-05-29,1423.74,Chennai,0
2024-03-12,4597.31,Chennai,0
2024-10-18,1578.81,Chennai,0
2024-06-01,1877.23,Chennai,0
2024-04-12,2815.6,Chennai,0
2024-09-17,988.75,Chennai,0
2024-04-02,1777.2,Chennai,0
2024-07-08,4775.26,Chennai,0
2024-08-24,353.63,Chennai,0
2024-08-16,4893.25,Hyderabad,1
2024-10-14,3893.86,Chennai,0
2024-06-24,4374.97,Chennai,0
2024-05-06,3253.34,Chennai,0
2024-10-15,1727.03,Chennai,0
2024-03-31,4089.03,Chennai,0
2024-12-13,3628.75,Chennai,0
2024-09-29,1103.06,Chennai,0
2024-02-12,3930.86,Chennai,0
2024-07-01,1188.74,Chennai,0
2024-03-15,1292.88,Chennai,0
2024-09-21,1819.57,Chennai,0
2024-01-30,2044.29,Chennai,0
2024-03-02,510.55,Chennai,0
2024-05-26,1365.87,Chennai,0
2024-03-25,2920.45,Chennai,0
2024-03-25,162.51,Chennai,0
2024-05-15,3759.38,Chennai,0
2024-10-22,3033.86,Chennai,0
2024-05-28,2530.24,Chennai,0
2024-10-27,537.04,Chennai,0
2024-03-30,835.97,Kolkata,1
2024-07-20,2034.86,Chennai,0
2024-09-13,4667.52,Chennai,0
2024-07-01,323.98,Chennai,0
2024-11-24,3472.1,Chennai,0
2024-12-26,3716.74,Chennai,0
2024-12-18,2656.72,Chennai,0
2024-01-24,657.41,Chennai,0
2024-05-19,48822.61,Chennai,1
2024-10-02,922.2,Chennai,0
2024-04-19,3988.55,Chennai,0
2024-10-04,1141.98,Chennai,0
2024-07-03,4942.27,Chennai,0
2024-06-19,3097.34,Chennai,0
2024-12-24,997.3,Chennai,0
2024-06-10,147.87,Chennai,0
2024-10-07,4061.13,Chennai,0
2024-08-28,2601.45,Chennai,0
2024-01-31,4520.69,Chennai,0
2024-10-16,1625.73,Chennai,0
2024-01-11,4678.79,Chennai,0
2024-11-10,2483.26,Chennai,0
2024-05-04,4773.23,Chennai,0
2024-05-19,4428.59,Chennai,0
2024-05-22,857.77,Chennai,0
2024-03-17,2158.59,Chennai,0
2024-11-30,450.83,Chennai,0
2024-10-07,962.71,Chennai,0
2024-08-18,3121.11,Chennai,0
2024-05-24,3125.75,Chennai,0
2024-04-13,4300.39,Chennai,0
2024-03-24,4842.09,Chennai,0
2024-04-29,1008.83,Chennai,0
2024-11-21,731.13,Chennai,0
2024-06-27,4831.54,Chennai,0
2024-12-05,3964.05,Chennai,0
2024-06-08,2034.13,Chennai,0
2024-04-11,968.05,Chennai,0
2024-11-12,1905.06,Chennai,0
2024-08-23,3199.7,Chennai,0
2024-03-17,4035.38,Chennai,0
2024-08-12,256.94,Chennai,0
2024-08-04,4550.22,Chennai,0
2024-05-24,4831.67,Chennai,0
2024-12-25,1211.08,Chennai,0
2024-03-05,1717.23,Chennai,0
2024-11-14,3831.71,Chennai,0
2024-12-08,419.81,Chennai,0
2024-10-14,3176.67,Chennai,0
2024-01-28,197.66,Chennai,0
2024-10-31,2405.28,Chennai,0
2024-11-08,4441.67,Chennai,0
2024-07-28,199.6,Chennai,0
2024-08-22,377.38,Chennai,0
2024-03-24,2431.54,Chennai,0
2024-01-12,788.77,Chennai,0
2024-12-30,2803.18,Chennai,0
2024-01-30,673.7,Chennai,0
2024-09-13,2215.26,Chennai,0
2024-01-15,1063.1,Chennai,0
2024-02-02,4137.07,Chennai,0
2024-03-25,1937.65,Chennai,0
2024-06-11,2844.44,Chennai,0
2024-12-30,969.87,Bangalore,1
2024-01-09,1630.37,Chennai,0
2024-10-06,2051.31,Chennai,0
2024-10-08,10690.53,Chennai,1
2024-09-16,3684.95,Chennai,0
2024-05-18,3503.67,Chennai,0
2024-10-02,4351.67,Chennai,0
2024-05-02,2126.31,Chennai,0
2024-05-02,1088.61,Chennai,0
2024-06-08,976.22,Chennai,0
2024-01-17,1524.22,Chennai,0
2024-02-19,2181.53,Chennai,0
2024-09-25,713.11,Chennai,0
2024-06-22,4049.56,Chennai,0
2024-11-28,3358.88,Chennai,0
2024-11-20,933.05,Chennai,0
2024-12-28,2868.29,Chennai,0
2024-12-20,4692.26,Chennai,0
2024-12-30,874.28,Chennai,0
2024-07-01,3116.05,Chennai,0
2024-12-07,3751.42,Chennai,0
2024-11-07,637.06,Chennai,0
2024-03-28,4589.69,Chennai,0
2024-04-21,2185.29,Chennai,0
2024-04-18,1143.8,Chennai,0
2024-12-08,2050.45,Chennai,0
2024-07-17,3713.24,Chennai,0
2024-12-10,3689.53,Chennai,0
2024-02-02,1462.1,Chennai,0
2024-04-23,4165.81,Chennai,0
2024-08-09,4782.66,Chennai,0
2024-05-25,982.18,Chennai,0
2024-06-20,837.1,Chennai,0
2024-02-17,2367.24,Chennai,0
2024-01-31,2395.2,Chennai,0
2024-03-06,841.48,Chennai,0
2024-02-08,48875.98,Chennai,1
2024-06-28,4565.09,Chennai,0
2024-10-10,2106.03,Chennai,0
2024-05-30,3722.15,Chennai,0
2024-02-17,2709.64,Chennai,0
2024-12-07,1999.91,Chennai,0
2024-09-07,4606.23,Chennai,0
2024-09-01,1255.27,Chennai,0
2024-04-04,4987.27,Chennai,0
2024-02-17,2306.88,Chennai,0
2024-01-06,159.25,Chennai,0
2024-08-15,353.06,Chennai,0
2024-11-10,3935.39,Chennai,0
2024-08-05,3407.61,Chennai,0
2024-03-25,4197.58,Chennai,0
2024-07-12,4407.62,Chennai,0
2024-05-21,659.33,Chennai,0
2024-08-30,1238.11,Chennai,0
2024-09-13,3954.88,Chennai,0
2024-05-20,2882.82,Chennai,0
2024-01-18,4231.18,Mumbai,1
2024-03-24,3392.93,Chennai,0
2024-07-24,2953.76,Chennai,0
2024-03-16,3996.71,Chennai,0
2024-11-26,3009.53,Chennai,0
2024-08-13,2223.45,Chennai,0
2024-06-28,14807.67,Chennai,1
2024-11-13,2447.54,Chennai,0
2024-05-11,2564.56,Chennai,0
2024-08-10,1655.43,Chennai,0
2024-05-03,4025.6,Chennai,0
2024-09-06,2897.75,Chennai,0
2024-11-25,3243.98,Chennai,0
2024-03-19,2661.57,Chennai,0
2024-10-28,2388.69,Chennai,0
2024-05-11,356.55,Chennai,0
2024-03-19,2115.05,Chennai,0
2024-12-13,407.57,Chennai,0
2024-06-23,3370.97,Chennai,0
2024-08-24,17589.74,Chennai,1
2024-06-29,1600.08,Chennai,0
2024-09-16,3457.2,Chennai,0
2024-04-16,2549.87,Chennai,0
2024-06-11,1583.42,Chennai,0
2024-08-05,2527.12,Chennai,0
2024-12-20,476.92,Chennai,0
2024-10-12,1819.33,Chennai,0
2024-12-19,2881.17,Chennai,0
2024-07-28,2910.92,Chennai,0
2024-03-06,4618.25,Chennai,0
2024-03-21,3751.41,Chennai,0
2024-11-11,445.63,Chennai,0
2024-09-26,4297.55,Chennai,0
2024-05-16,4136.98,Chennai,0
2024-11-02,4590.66,Chennai,0
2024-06-20,4298.78,Chennai,0
2024-04-22,4672.82,Chennai,0
2024-02-26,551.74,Chennai,0
2024-11-24,2650.74,Chennai,0
2024-02-24,1231.74,Hyderabad,1
2024-07-16,1757.45,Chennai,0
2024-12-28,2132.45,Mumbai,1
2024-10-03,4244.42,Chennai,0
2024-07-24,2640.12,Chennai,0
2024-09-17,21249.22,Chennai,1
2024-02-18,16527.85,Chennai,1
2024-04-05,3837.46,Chennai,0
2024-02-09,1993.07,Chennai,0
2024-03-20,1601.14,Chennai,0
2024-08-22,27751.46,Chennai,1
2024-10-03,4267.33,Chennai,0
2024-04-26,1829.04,Chennai,0
2024-08-23,881.21,Chennai,0
2024-11-19,3226.06,Chennai,0
2024-06-27,2844.45,Chennai,0
2024-02-12,2700.21,Chennai,0
2024-12-08,1934.93,Chennai,0
2024-09-05,44931.59,Chennai,1
2024-05-13,1503.67,Chennai,0
2024-05-10,4720.47,Chennai,0
2024-04-05,4325.83,Chennai,0
2024-05-27,606.76,Chennai,0
2024-11-28,833.64,Chennai,0
2024-03-10,1038.21,Chennai,0
2024-01-25,617.26,Chennai,0
2024-01-10,1761.75,Chennai,0
2024-12-28,2167.7,Chennai,0
2024-05-24,3110.41,Chennai,0
2024-01-29,543.08,Chennai,0
2024-06-21,2277.97,Chennai,0
2024-03-04,1159.92,Chennai,0
2024-03-27,35235.61,Hyderabad,1
2024-12-08,46957.99,Chennai,1
2024-12-25,787.87,Chennai,0
2024-09-17,179.75,Chennai,0
2024-12-28,1402.79,Chennai,0
2024-08-12,4018.78,Chennai,0
2024-07-29,2838.92,Chennai,0
2024-01-19,1695.1,Chennai,0
2024-04-24,4276.82,Chennai,0
2024-01-15,2918.66,Chennai,0
2024-04-15,566.22,Chennai,0
2024-07-14,1006.38,Chennai,0
2024-12-13,2249.93,Chennai,0
2024-11-23,4665.11,Chennai,0
2024-10-12,4709.44,Chennai,0
2024-05-08,42112.15,Chennai,1
2024-05-07,3305.25,Chennai,0
2024-04-01,201.23,Chennai,0
2024-01-17,3022.11,Chennai,0
2024-05-15,1135.26,Chennai,0
2024-04-25,3058.66,Chennai,0
2024-02-04,4817.98,Chennai,0
2024-01-07,33511.61,Chennai,1
2024-07-11,505.1,Mumbai,1
2024-10-18,3204.88,Bangalore,1
2024-12-06,4815.74,Chennai,0
2024-01-25,114.05,Chennai,0
2024-10-02,4509.16,Chennai,0
2024-09-08,1752.32,Bangalore,1
2024-04-15,2867.48,Chennai,0
2024-12-03,464.54,Chennai,0
2024-03-07,3637.03,Chennai,0
2024-01-12,333.94,Chennai,0
2024-02-11,1107.68,Mumbai,1
2024-03-05,3645.1,Chennai,0
2024-03-16,3476.94,Chennai,0
2024-05-26,1953.96,Chennai,0
2024-07-06,4349.29,Chennai,0
2024-02-11,4090.07,Chennai,0
2024-03-26,2265.64,Chennai,0
2024-02-12,2363.28,Chennai,0
2024-04-23,4399.83,Chennai,0
2024-11-12,10370.99,Chennai,1
2024-01-13,1282.01,Bangalore,1
2024-03-09,4090.77,Chennai,0
2024-07-14,2841.35,Chennai,0
2024-01-21,289.9,Chennai,0
2024-05-16,769.95,Chennai,0
2024-10-16,4968.91,Chennai,0
2024-06-04,3554.7,Chennai,0
2024-02-22,2229.17,Chennai,0
2024-02-15,3838.81,Chennai,0
2024-12-14,37079.69,Chennai,1
2024-12-01,4247.11,Chennai,0
2024-06-29,4969.03,Chennai,0
2024-03-04,636.95,Chennai,0
2024-04-26,413.63,Hyderabad,1
2024-06-08,4552.94,Chennai,0
2024-10-08,1180.61,Chennai,0
2024-08-14,3005.85,Chennai,0
2024-05-24,2965.56,Chennai,0
2024-02-20,3883.08,Chennai,0
2024-08-04,3697.71,Chennai,0
2024-06-02,4656.6,Chennai,0
2024-09-01,41712.46,Chennai,1
2024-08-08,1703.05,Chennai,0
2024-01-22,1878.34,Chennai,0
2024-03-27,3595.5,Chennai,0
2024-07-29,568.31,Chennai,0
2024-01-20,4591.37,Chennai,0
2024-03-09,2957.22,Chennai,0
2024-05-08,649.01,Chennai,0
2024-04-02,4929.62,Chennai,0
2024-12-27,4672.29,Chennai,0
2024-10-08,2182.86,Chennai,0
2024-09-11,1106.44,Chennai,0
2024-05-21,956.97,Chennai,0
2024-07-07,629.56,Chennai,0
2024-01-01,4556.68,Chennai,0
2024-08-16,11891.08,Chennai,1
2024-02-20,1947.96,Chennai,0
2024-02-19,324.17,Chennai,0
2024-01-02,2819.81,Chennai,0
2024-06-27,4890.94,Chennai,0
2024-10-05,3969.53,Chennai,0
2024-07-04,3984.35,Chennai,0
2024-10-13,2351.47,Chennai,0
2024-06-16,1492.38,Hyderabad,1
2024-06-07,667.91,Chennai,0
2024-04-29,1641.16,Chennai,0
2024-11-14,4778.05,Chennai,0
2024-11-11,1569.27,Chennai,0
2024-11-05,834.03,Chennai,0
2024-06-18,4920.13,Chennai,0
2024-07-19,4134.85,Chennai,0
2024-07-01,2132.42,Chennai,0
2024-01-09,2084.22,Chennai,0
2024-01-09,1310.81,Chennai,0
2024-11-13,746.93,Chennai,0
2024-09-22,1045.64,Chennai,0
2024-07-22,2522.86,Chennai,0
2024-01-02,1175.16,Chennai,0
2024-03-13,109.54,Chennai,0
2024-04-20,35219.44,Chennai,1
2024-06-30,727.5,Hyderabad,1
2024-08-13,2967.45,Chennai,0
2024-12-30,4563.69,Chennai,0
2024-07-12,3157.44,Chennai,0
2024-07-03,1302.73,Chennai,0
2024-11-22,1518.19,Chennai,0
2024-08-05,2792.01,Chennai,0
2024-07-04,3837.04,Chennai,0
2024-08-07,3332.3,Chennai,0
2024-02-29,1072.76,Chennai,0
2024-01-03,4051.6,Chennai,0
2024-02-26,314.6,Chennai,0
2024-11-04,1181.02,Chennai,0
2024-11-04,1344.05,Chennai,0
2024-10-26,155.25,Chennai,0
2024-04-27,775.77,Chennai,0
2024-10-20,627.52,Chennai,0
2024-07-23,2252.48,Chennai,0
2024-01-13,3646.62,Chennai,0
2024-03-06,4444.78,Chennai,0
2024-04-30,4372.43,Chennai,0
2024-02-19,2894.66,Chennai,0
2024-06-03,882.39,Chennai,0
2024-05-01,305.63,Chennai,0
2024-05-17,24818.74,Chennai,1
2024-07-26,2303.58,Chennai,0
2024-03-09,2491.66,Chennai,0
2024-04-06,131.6,Chennai,0
2024-06-01,418.64,Chennai,0
2024-03-06,3546.16,Chennai,0
2024-02-21,2347.49,Chennai,0
2024-12-23,4007.59,Chennai,0
2024-03-29,3951.25,Chennai,0
2024-01-20,36105.38,Chennai,1
2024-05-20,23078.79,Chennai,1
2024-12-03,4255.8,Chennai,0
2024-02-01,3898.52,Chennai,0
2024-07-04,3466.41,Chennai,0
2024-03-13,2372.15,Chennai,0
2024-07-18,2012.15,Chennai,0
2024-03-26,1679.0,Chennai,0
2024-03-08,918.01,Chennai,0
2024-10-10,3283.03,Chennai,0
2024-08-25,4034.94,Chennai,0
2024-06-25,40375.78,Chennai,1
2024-09-12,3304.23,Chennai,0
2024-05-16,3782.49,Chennai,0
2024-07-28,4436.35,Chennai,0
2024-08-27,2332.47,Chennai,0
2024-07-30,45654.82,Chennai,1
2024-02-09,2931.02,Chennai,0
2024-04-26,542.61,Chennai,0
2024-01-10,1310.79,Chennai,0
2024-08-20,1142.8,Chennai,0
2024-03-11,3590.7,Chennai,0
2024-08-05,47606.96,Chennai,1
2024-10-11,477.8,Chennai,0
2024-12-16,4467.48,Chennai,0
2024-07-17,4165.94,Chennai,0
2024-04-19,2539.0,Chennai,0
2024-05-11,2059.86,Chennai,0
2024-03-26,2413.39,Chennai,0
2024-03-22,1571.13,Chennai,0
2024-06-05,960.65,Chennai,0
2024-01-30,10338.97,Bangalore,1
2024-03-12,3299.93,Chennai,0
2024-09-23,3730.99,Chennai,0
2024-01-19,3854.85,Chennai,0
2024-11-12,3244.38,Chennai,0
2024-02-16,4410.48,Chennai,0
2024-03-02,3185.59,Chennai,0
2024-11-30,3418.02,Chennai,0
2024-01-15,2891.57,Chennai,0
2024-08-14,4129.48,Chennai,0
2024-10-17,45322.53,Chennai,1
2024-07-20,4220.9,Chennai,0
2024-08-25,3851.52,Chennai,0
2024-11-25,1799.37,Chennai,0
2024-03-31,3477.12,Chennai,0
2024-06-14,1810.29,Chennai,0
2024-12-26,3945.54,Chennai,0
2024-09-27,3797.54,Chennai,0
2024-04-15,2821.73,Chennai,0
2024-01-21,22487.75,Chennai,1
2024-07-12,307.8,Chennai,0
2024-04-04,2933.62,Chennai,0
2024-08-28,382.62,Chennai,0
2024-10-11,869.49,Chennai,0
2024-05-08,1554.15,Chennai,0
2024-01-16,1575.66,Chennai,0
2024-05-22,1406.0,Chennai,0
2024-11-03,1561.98,Chennai,0
2024-01-15,4525.86,Chennai,0
2024-06-04,1404.33,Chennai,0
2024-08-21,4833.77,Chennai,0
2024-06-23,4786.7,Chennai,0
2024-04-05,3127.93,Chennai,0
2024-03-12,394.08,Chennai,0
2024-04-15,4614.8,Chennai,0
2024-12-09,583.61,Chennai,0
2024-08-19,866.16,Chennai,0
2024-11-09,13097.76,Bangalore,1
2024-04-18,3438.23,Chennai,0
2024-04-22,3062.31,Chennai,0
2024-03-18,4514.87,Chennai,0
2024-12-18,4866.31,Chennai,0
2024-02-06,1049.61,Chennai,0
2024-02-03,4217.11,Chennai,0
2024-03-06,3869.62,Chennai,0
2024-02-03,1627.82,Hyderabad,1
2024-11-22,4248.6,Chennai,0
2024-07-03,2188.07,Chennai,0
2024-11-29,587.54,Chennai,0
2024-05-13,194.14,Chennai,0
2024-12-28,2412.58,Chennai,0
2024-01-21,102.59,Kolkata,1
2024-02-25,1763.29,Chennai,0
2024-03-20,32633.57,Chennai,1
2024-06-07,4177.12,Chennai,0
2024-11-16,971.19,Chennai,0
2024-03-27,1105.63,Chennai,0
2024-02-25,363.0,Chennai,0
2024-11-24,2931.68,Chennai,0
2024-05-29,4314.24,Chennai,0
2024-01-29,4640.67,Hyderabad,1
2024-10-02,4073.15,Chennai,0
2024-01-14,125.23,Hyderabad,1
2024-11-14,2592.16,Chennai,0
2024-04-26,148.6,Chennai,0
2024-12-12,1735.01,Chennai,0
2024-10-08,1005.13,Chennai,0
